year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cc139589,nj,2.3,77648.0mi,white,black,nissan-infiniti lt,$9100,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2003,Ford,Explorer,XLS,SUV,automatic,1fmzu72kx3zb43956,fl,3.7,96945.0mi,gold,gray,coggin nissan at the avenues,$2400,Thu Feb 19 2015 05:00:00 GMT-0800 (PST)
2013,Ford,Focus,S,Sedan,automatic,1fadp3e21dl202834,ga,3.7,26536.0mi,silver,black,m & t bank,$8500,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2007,Porsche,Cayman,S,coupe,manual,wp0ab29847u780252,ca,2.8,72282.0mi,blue,black,benz/beamer,$20500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2012,Mazda,Mazda3,i Touring,sedan,automatic,jm1bl1v74c1548576,tx,4.3,45613.0mi,white,beige,d&m leasing,$10700,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
2005,BMW,5 Series,525i,Sedan,automatic,wbana53555b863490,fl,1.9,119029.0mi,green,beige,westlake financial services,$3800,Thu May 28 2015 08:00:00 GMT-0700 (PDT)
2013,Hyundai,Tucson,GLS PZEV,suv,automatic,km8ju3ac6du579363,tx,4.1,40334.0mi,silver,black,eagle motorsports corporation,$14300,Tue May 26 2015 03:30:00 GMT-0700 (PDT)
2005,Chevrolet,Colorado,Z85 LS Base,Crew Cab,automatic,1gcdt136658279140,nc,4.0,173813.0mi,white,gray,ge fleet services for itself/servicer,$4200,Mon Dec 29 2014 09:30:00 GMT-0800 (PST)
2006,Isuzu,Ascender,S 5 Passenger,SUV,automatic,4nuds13sx62703203,nc,1.9,152193.0mi,burgundy,tan,ams financial group/auto king inc/sensible car r,$2000,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2003,Ford,Taurus,SES Deluxe,Sedan,automatic,1fafp55s43g145606,ca,2.8,180770.0mi,silver,beige,hertz remarketing,$900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Jeep,Commander,Limited,SUV,automatic,1j8hg58p97c552935,pa,2.1,171069.0mi,green,gray,credit acceptance corp/vrs/southfield,$3850,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2010,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5e07af252890,wi,4.1,110963.0mi,black,black,dt credit corporation,$6500,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2009,Lexus,ES 350,Base,Sedan,automatic,jthbj46g292302763,nc,2.7,98880.0mi,black,beige,federal financial services inc/elkin,$9900,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2007,Toyota,Camry,CE,Sedan,automatic,4t1be46k17u117529,md,1.9,96359.0mi,red,tan,santander consumer,$4400,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2001,Nissan,Xterra,XE,SUV,automatic,5n1ed28t31c554925,tx,2.9,134502.0mi,yellow,black,credit acceptance corp/vrs/southfield,$2300,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,Sedan,automatic,1fa6p0h73e5382452,tn,4.2,36153.0mi,red,black,ars/avis budget group,$15100,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2008,BMW,7 Series,750Li,sedan,automatic,wbahn83538dt86618,fl,3.1,82902.0mi,black,beige,coggin bmw treasure coast,$15400,Thu Jun 04 2015 09:50:00 GMT-0700 (PDT)
2007,Saturn,ION,2,Sedan,automatic,1g8aj58f17z140095,ga,2.9,197747.0mi,silver,gray,blackhawk finance,$1300,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2008,Cadillac,Escalade,Base,SUV,automatic,1gyfk63878r124700,nj,3.5,103274.0mi,white,black,wells fargo dealer services,$17200,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap0bc835856,fl,2.2,37897.0mi,black,black,nissan-infiniti lt,$15000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2006,Pontiac,G6,GTP,Coupe,automatic,1g2zm151564150064,ga,3.5,86101.0mi,white,black,tdaf remarketing,$6100,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc275561,mn,3.4,61024.0mi,red,black,dtg operations inc,$11100,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2006,Chevrolet,Impala,SS,Sedan,automatic,2g1wd58c069125677,nc,2.3,78688.0mi,black,black,santander consumer,$6900,Mon May 25 2015 02:30:00 GMT-0700 (PDT)
2012,Honda,CR-V,LX,SUV,automatic,5j6rm3h3xcl026503,ga,3.7,46441.0mi,silver,gray,"ahfc/honda lease trust/hvt, inc.",$15100,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2010,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5ebxa4145414,tx,2.4,52249.0mi,blue,gray,wells fargo dealer services,$7000,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2011,Jeep,Wrangler,Unlimited Sport,SUV,manual,1j4ba3h16bl537813,ga,4.0,34011.0mi,white,black,remarketing by ge/unique autos,$22000,Tue Jan 20 2015 05:10:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar2bm352851,tn,3.6,38217.0mi,black,beige,nissan infiniti lt,$17600,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2012,MINI,Cooper Coupe,S,Hatchback,automatic,wmwsx3c58ct154856,fl,4.5,17794.0mi,white,—,bmw mini financial services,$15400,Tue Feb 10 2015 04:14:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,suv,automatic,5xyktca62fg571707,wi,4.2,14700.0mi,silver,gray,"kia motors america, inc",$20200,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2007,Ford,Focus,ZX4 SE,sedan,automatic,1fafp34n37w330113,ga,2.0,96129.0mi,red,gray,cameron motor sports,$3700,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2013,Chevrolet,Impala,LTZ,sedan,automatic,2g1wc5e34d1255206,tx,1.9,55452.0mi,silver,black,the hertz corporation,$8900,Wed Jul 08 2015 07:30:00 GMT-0700 (PDT)
2011,Ford,Taurus,SEL,Sedan,automatic,1fahp2ewxbg107709,or,3.1,84479.0mi,—,tan,lease plan usa,$9800,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2010,Chrysler,300,C,sedan,automatic,2c3ck6ct8ah133347,ne,3.5,69944.0mi,black,tan,dm northwest inc,$16400,Thu May 28 2015 04:00:00 GMT-0700 (PDT)
2014,Scion,tC,Base,Hatchback,automatic,jtkjf5c70e3082304,wi,4.2,3432.0mi,red,black,toyota financial services,$16000,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SEL,Sedan,automatic,3vwlx7aj7dm408939,ga,2.8,53487.0mi,—,black,vw credit,$11600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Nissan,Leaf,S,Hatchback,automatic,1n4az0cp6dc407768,wa,5.0,16062.0mi,silver,black,nissan-infiniti lt,$11800,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx6duc33720,il,4.6,19209.0mi,silver,gray,"ford motor credit company,llc",$18600,Wed Jan 08 2014 10:00:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e49cu112403,tx,3.6,99920.0mi,gray,black,ge fleet services for itself/servicer,$8500,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdw84562,ca,4.6,37292.0mi,gray,—,financial services remarketing (lease),$27000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Dodge,Durango,SXT,SUV,automatic,1c4rdjag8dc540035,oh,4.4,22224.0mi,silver,gray,dave dennis inc,$23700,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk4cu078134,fl,4.8,33754.0mi,gray,black,world omni financial corporation,$14800,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap6dn403066,fl,4.6,18654.0mi,gray,black,nissan-infiniti lt,$15200,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2010,Kia,Forte,EX,sedan,automatic,knafu4a2xa5060004,ga,3.6,102584.0mi,gray,gray,asbury automotive group,$5500,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f27dl337251,ne,4.1,37117.0mi,black,black,enterprise vehicle exchange/davenport,$12700,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2012,GMC,Terrain,SLT-2,SUV,automatic,2gkalwek8c6324807,ca,3.9,41144.0mi,black,black,wells fargo financial acceptance,$18700,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2015,BMW,5 Series,535i,Sedan,automatic,wba5b1c54fd918636,oh,5.0,6496.0mi,black,black,bmw north america greer,$50250,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Sedan,automatic,1g1jc5sh8e4203402,il,4.0,13014.0mi,black,black,gm remarketing,$11300,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
2005,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s452166040,ca,2.1,151306.0mi,gray,gray,first credit finance,$2200,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2005,Hyundai,Elantra,GLS,Sedan,automatic,kmhdn46d45u174248,oh,2.9,126049.0mi,silver,gray,hertz remarketing,$1700,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2014,Ford,Flex,Limited,Wagon,automatic,2fmgk5d80ebd22368,ny,3.6,32498.0mi,brown,beige,ars/enterprise,$25700,Tue Jul 07 2015 06:15:00 GMT-0700 (PDT)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a26d5718891,mo,4.7,28375.0mi,silver,gray,woodhouse ford inc,$11400,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9er388145,pa,4.0,17536.0mi,blue,black,pv holding inc/gdp,$16600,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e3xe1182153,il,4.0,8556.0mi,red,gray,gm remarketing,$14500,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s22c231648,oh,3.3,93592.0mi,—,black,ge fleet services for itself/servicer,$4100,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcgxcr241989,ca,3.7,56052.0mi,gray,black,ge fleet services for itself/servicer,$11300,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2008,Ford,Ranger,FX4 Off-Road,SuperCab,automatic,1ftzr45e48pa34616,pa,2.8,56591.0mi,blue,black,tdaf remarketing,$13500,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2008,BMW,3 Series,328i,Sedan,automatic,wbavc53538fz86292,ca,1.9,161748.0mi,black,black,high bid trading co inc,$6100,Wed Mar 04 2015 04:15:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db5ca470325,ca,4.2,23786.0mi,—,off-white,mercedes-benz financial services,$47250,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Toyota,Prius,Two,hatchback,automatic,jtdkn3du1d1692987,ca,3.5,52129.0mi,gray,gray,enterprise vehicle exchange/orange,$12500,Tue Jun 09 2015 05:30:00 GMT-0700 (PDT)
2013,BMW,3 Series,328i xDrive,sedan,automatic,wba3b5c55df590482,oh,3.4,39424.0mi,gray,black,car source,$23500,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb6ca586365,ca,3.4,18155.0mi,gray,black,mercedes-benz financial services,$31000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c52bl704002,ca,4.5,54841.0mi,gray,black,j star fiat & maserati of anaheim hills,$24250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Honda,CR-V,SE,SUV,automatic,5j6re4h41bl094148,pa,3.2,37700.0mi,gray,black,"ahfc/honda lease trust/hvt, inc. eot",$14800,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad8au202699,mo,3.5,35533.0mi,silver,gray,effingham auto care & tire inc,$7000,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2007,Dodge,Nitro,SLT,SUV,automatic,1d8gt58k17w624911,fl,2.7,81549.0mi,red,black,clermont nissan,$6300,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2006,Dodge,Durango,SXT,SUV,automatic,1d4hb38n16f144812,az,1.9,147021.0mi,white,gray,gm financial,$3200,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2008,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ftww31r88ea05811,wa,2.5,144861.0mi,blue,brown,lexus of tacoma at fife,$16700,Tue Dec 30 2014 13:20:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2eu403155,nv,4.3,22821.0mi,white,gray,toyota motor sales usa inc/program,$15100,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2006,Honda,Civic,EX,Coupe,manual,2hgfg11836h564294,tx,4.7,113527.0mi,blue,gray,texas direct auto,$5400,Wed Mar 04 2015 02:20:00 GMT-0800 (PST)
2004,Pontiac,Grand Prix,GTP,Sedan,automatic,2g2wr524341185334,mi,2.0,167334.0mi,black,gray,remarketing by ge/people driven credit union,$1625,Thu Jan 15 2015 09:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha7cr284068,ca,3.4,32966.0mi,turquoise,black,"ford motor credit company,llc pd",$11900,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2013,Honda,Civic,Si,Sedan,manual,2hgfb6e53dh701002,ga,4.2,30838.0mi,black,black,"ahfc/honda lease trust/hvt, inc.",$17200,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2011,GMC,Terrain,SLT-2,SUV,automatic,2ctflxe55b6410564,tn,4.2,77041.0mi,blue,tan,wholesale inc # 2,$17600,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2004,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdza22c04s142567,ca,3.7,186586.0mi,white,beige,advance,$7900,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2014,Honda,Civic,LX,Sedan,automatic,19xfb2f5xee243381,ca,1.0,8953.0mi,gray,gray,hertz/tra,$8500,Tue Feb 24 2015 05:00:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjlak7cw168605,il,3.4,53133.0mi,silver,black,dtg operations inc,$12101,Thu Feb 26 2015 02:30:00 GMT-0800 (PST)
2011,Volkswagen,Jetta,TDI,Sedan,automatic,3vwll7ajxbm062216,fl,3.9,73731.0mi,gray,black,vw credit,$13400,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cc125184,fl,4.4,26070.0mi,brown,beige,nissan-infiniti lt,$14200,Tue Jan 06 2015 13:00:00 GMT-0800 (PST)
2012,Ford,F-150,Platinum,SuperCrew,automatic,1ftfw1ef5cfa70378,tx,4.1,32482.0mi,red,black,woodhouse ford inc,$33250,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2013,GMC,Terrain,SLE-2,SUV,automatic,2gkalsek0d6154369,mi,4.0,39015.0mi,gray,black,remarketing by ge/michigan schools & govt cu,$15700,Thu Jan 15 2015 01:30:00 GMT-0800 (PST)
2013,Mazda,CX-5,Touring,SUV,automatic,jm3ke2ce8d0116752,fl,4.1,47667.0mi,black,black,audi pembroke pines,$16200,Fri Feb 06 2015 01:35:00 GMT-0800 (PST)
2009,Dodge,Charger,Base,Sedan,automatic,2b3ka43d99h514208,in,1.0,97983.0mi,gray,gray,prestige financial services,$3000,Wed Jan 21 2015 04:59:00 GMT-0800 (PST)
2007,Pontiac,G6,GT,Convertible,automatic,1g2zh361674188919,ca,2.8,81365.0mi,red,tan,remarketing by ge/mission fcu,$6000,Tue Feb 24 2015 04:00:00 GMT-0800 (PST)
2015,Kia,K900,Luxury,Sedan,automatic,knalw4d40f6020591,wi,5.0,4223.0mi,black,black,"kia motors america, inc",$42750,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f2xel306934,il,4.9,15526.0mi,gray,black,avis budget group,$12800,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,Limited,Sedan,automatic,kmhdh4ae4du983366,az,2.9,22792.0mi,silver,black,chapman hyundai,$15400,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2006,Toyota,Matrix,XR,Wagon,automatic,2t1kr30e46c575597,tx,1.9,132151.0mi,blue,black,santander consumer,$1000,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2007,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl21e37n407707,nc,2.1,103602.0mi,blue,black,sharonview fcu,$6400,Mon May 04 2015 02:30:00 GMT-0700 (PDT)
2012,Cadillac,SRX,Base,SUV,automatic,3gyfnge36cs646271,ca,4.6,16779.0mi,gray,gray,bmw of riverside,$21250,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar9dm750318,tn,4.1,23018.0mi,black,black,nissan infiniti lt,$20600,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
1996,Toyota,Corolla,Base,Sedan,automatic,2t1ba02e0tc116985,md,2.0,173918.0mi,blue,blue,purple heart,$350,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2012,Ford,Fusion,S,sedan,automatic,3fahp0ga8cr333750,ca,4.3,36289.0mi,white,gray,lease plan usa,$10300,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g59bnm80063,ca,3.9,42131.0mi,silver,black,high bid trading co inc,$18750,Wed Feb 18 2015 04:15:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap9dm718483,ca,4.7,11299.0mi,gray,black,nissan infiniti lt,$23500,Thu Jun 18 2015 05:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Limited,Sedan,automatic,1c3ccbcg0dn668872,oh,4.2,20504.0mi,black,black,directions credit union,$13500,Mon Jun 08 2015 17:00:00 GMT-0700 (PDT)
2007,Acura,TSX,Base,sedan,automatic,jh4cl96807c010069,md,3.7,118501.0mi,gray,gray,santander consumer,$8200,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2009,Ford,Escape,XLT,SUV,automatic,1fmcu03g49kd16072,mi,5.0,78316.0mi,silver,black,kevins marysville auto sales inc,$9800,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er227897,fl,4.3,34852.0mi,blue,black,avis corporation,$18300,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag1ec469154,pa,3.0,12639.0mi,white,black,hertz corporation/gdp,$27100,Thu Jan 22 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn472350,mo,3.7,56747.0mi,black,black,nissan-infiniti lt,$11000,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2013,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk3du257038,wa,4.0,42394.0mi,gray,gray,avis corporation,$13900,Wed Jan 14 2015 12:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k21el151194,tx,3.6,35119.0mi,gray,gray,avis corporation,$10900,Wed Jun 10 2015 03:00:00 GMT-0700 (PDT)
2011,Kia,Soul,!,Wagon,automatic,kndjt2a27b7339372,fl,2.8,50541.0mi,silver,black,kia motors finance,$8400,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2001,Dodge,Ram Pickup 1500,ST,Regular Cab,automatic,1b7hc16x41s112570,tx,1.4,211849.0mi,blue,gray,kjc auto title loan corp,$700,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
1998,Lexus,ES 300,Base,Sedan,automatic,jt8bf28g4w5037146,ca,2.0,999999.0mi,gray,beige,800 loan mart,$350,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
2012,BMW,5 Series Gran Turismo,535i,Hatchback,automatic,wbasn2c55cc202071,ca,3.8,45043.0mi,black,black,financial services remarketing (lease),$31750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
1997,BMW,3 Series,328i,convertible,automatic,wbabk8324vey86698,md,4.2,69784.0mi,blue,tan,kia of silver spring,$2600,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3cn235333,ga,3.6,66484.0mi,black,black,dollar thrifty automotive group,$8700,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebg6cc258134,ga,4.6,25851.0mi,black,tan,lease plan usa,$26900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,CLK-Class,CLK350,convertible,automatic,wdbtk56f47t085223,co,3.4,99360.0mi,red,beige,tdaf remarketing,$9750,Wed Jun 10 2015 04:45:00 GMT-0700 (PDT)
2008,Ford,F-250 Super Duty,XL,Regular Cab,automatic,1ftnf20568eb44176,nc,2.7,113221.0mi,white,gray,wheels exchange llc,$6900,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2013,Ram,2500,Laramie,Crew Cab,automatic,3c6tr5ft0dg556626,mn,4.0,5994.0mi,orange,beige,"chrysler group,llc",$33900,Wed Jan 14 2015 05:00:00 GMT-0800 (PST)
2014,Kia,Rio,LX,Sedan,automatic,knadm4a34e6375820,fl,4.4,5535.0mi,white,beige,napleton's palm beach acura,$12700,Thu Feb 19 2015 02:10:00 GMT-0800 (PST)
2013,Nissan,Frontier,S,king cab,automatic,1n6bd0ct6dn710724,ca,4.4,25494.0mi,white,gray,nissan motor acceptance corporation,$17500,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2011,Jaguar,XJ,Supercharged,Sedan,automatic,sajwa1ge2bmv17991,nj,4.2,27909.0mi,gray,black,mercedes benz and porsche of atlantic city,$44250,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2013,Lincoln,MKZ,Base,sedan,automatic,3ln6l2g95dr814115,tn,3.5,19305.0mi,—,black,"ford motor credit company,llc",$21000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap0dn512784,ms,2.9,55355.0mi,silver,black,the hertz corporation,$11500,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl3d5018197,fl,4.4,25061.0mi,white,brown,lexus financial services,$36700,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Buick,Enclave,Premium Group,SUV,automatic,5gakrckd7ej130957,mo,4.1,14530.0mi,red,black,jay wolfe honda,$36000,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2007,Pontiac,G6,GT,Convertible,automatic,1g2zh351674133016,ca,3.5,92020.0mi,white,beige,billion dodge chrysler jeep,$7000,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2011,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fe3bm952641,il,2.9,25481.0mi,—,black,nissan infiniti lt,$24200,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee1bc717623,fl,3.3,24136.0mi,red,gray,world omni financial corporation,$10900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae6du728413,mn,4.2,8390.0mi,blue,tan,hyundai motor finance,$12900,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f51ce036794,il,4.1,34922.0mi,white,gray,"ahfc/honda lease trust/hvt, inc. eot",$11300,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Coupe,automatic,2hgfg3b51ch518698,ga,4.1,41886.0mi,blue,gray,"ahfc/honda lease trust/hvt, inc. eot",$10600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2014,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae4eu636728,la,3.3,22893.0mi,red,gray,enterprise veh exchange/rental,$8600,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2006,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13v96r166815,hi,2.5,70327.0mi,burgundy,gray,bank of america,$4900,Wed Jan 07 2015 14:30:00 GMT-0800 (PST)
2012,Dodge,Challenger,R/T,Coupe,automatic,2c3cdybt1ch254117,nv,3.0,55461.0mi,orange,black,the hertz corporation,$22000,Fri Feb 06 2015 04:00:00 GMT-0800 (PST)
2009,Nissan,Frontier,SE,King Cab,manual,1n6bd06t79c405294,ga,2.7,88950.0mi,silver,silver,"jpmorgan chase bank,n.a.",$8600,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE V6,Sedan,automatic,4t1bf28k2yu935657,mn,3.2,137616.0mi,green,tan,luther brookdale toyota scion,$3200,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn406995,fl,4.9,16546.0mi,silver,black,nissan-infiniti lt,$13200,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2006,Hyundai,Elantra,GT SULEV,Hatchback,manual,kmhdn56d46u186892,fl,3.1,131523.0mi,blue,black,courtesy hyundai,$2100,Thu Jan 22 2015 08:20:00 GMT-0800 (PST)
2002,Saturn,VUE,Base,SUV,automatic,5gzcz63b92s805004,fl,2.8,95231.0mi,white,gray,credit acceptance corp/vrs/southfield,$1000,Thu Feb 12 2015 09:00:00 GMT-0800 (PST)
2012,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb8cn223515,tx,1.9,73627.0mi,silver,black,dt credit corporation,$6000,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap8dn511723,mo,3.9,39513.0mi,black,black,avis corporation,$12700,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
2007,Chrysler,Sebring,Base,sedan,automatic,1c3lc46k37n589079,tx,2.3,97426.0mi,blue,gray,santander consumer,$2600,Tue Jun 16 2015 17:00:00 GMT-0700 (PDT)
2007,Mazda,CX-9,Sport,SUV,automatic,jm3tb28y570104854,fl,2.3,132870.0mi,black,beige,dyer chevrolet,$6000,Tue Jan 06 2015 18:00:00 GMT-0800 (PST)
